user_id,car_id,interaction
64,2,0.0
65,2,0.0
66,2,0.0
67,2,0.0
68,2,0.0
69,2,0.0
70,2,0.0
71,2,0.0
72,2,0.0
73,2,0.0
74,2,0.0
0,3,0.0
1,3,0.0
2,3,0.0
3,3,0.0
4,3,0.0
5,3,0.0
6,3,0.0
7,3,0.0
8,3,0.0
9,3,0.0
10,3,0.0
11,3,0.0
12,3,0.0
13,3,0.0
14,3,0.0
15,3,0.0
16,3,0.0
17,3,0.0
18,3,0.0
19,3,0.0
20,3,0.0
21,3,0.0
22,3,0.0
23,3,0.0
24,3,0.0
25,3,0.0
26,3,0.0
27,3,0.0
28,3,0.0
29,3,0.0
30,3,0.0
31,3,0.0
32,3,0.0
33,3,0.0
34,3,0.0
35,3,0.0
36,3,0.0
37,3,0.0
38,3,0.0
39,3,0.0
40,3,0.0
41,3,0.0
42,3,0.0
43,3,0.0
44,3,0.0
45,3,0.0
46,3,0.0
47,3,0.0
48,3,0.0
49,3,0.0
50,3,0.0
51,3,0.0
52,3,1.0
53,3,0.0
54,3,0.0
55,3,0.0
56,3,0.0
57,3,0.0
58,3,1.0
59,3,0.0
60,3,0.0
61,3,0.0
62,3,0.0
63,3,0.0
64,3,0.0
65,3,1.0
66,3,0.0
67,3,0.0
68,3,0.0
69,3,0.0
70,3,0.0
71,3,0.0
72,3,0.0
73,3,0.0
74,3,0.0
0,4,0.0
1,4,0.0
2,4,0.0
3,4,0.0
4,4,0.0
5,4,0.0
6,4,0.0
7,4,0.0
8,4,0.0
9,4,0.0
10,4,0.0
11,4,0.0
12,4,1.0
13,4,0.0
14,4,0.0
15,4,0.0
16,4,0.0
17,4,0.0
18,4,1.0
19,4,0.0
20,4,0.0
21,4,0.0
22,4,0.0
23,4,0.0
24,4,0.0
25,4,0.0
26,4,0.0
27,4,0.0
28,4,0.0
29,4,0.0
30,4,0.0
31,4,0.0
32,4,0.0
33,4,0.0
34,4,1.0
35,4,0.0
36,4,0.0
37,4,0.0
38,4,0.0
39,4,0.0
40,4,0.0
41,4,0.0
42,4,0.0
43,4,0.0
44,4,0.0
45,4,0.0
46,4,0.0
47,4,0.0
48,4,0.0
49,4,0.0
50,4,0.0
51,4,0.0
52,4,0.0
53,4,0.0
54,4,0.0
55,4,0.0
56,4,0.0
57,4,0.0
58,4,1.0
59,4,0.0
60,4,0.0
61,4,0.0
62,4,0.0
63,4,1.0
64,4,0.0
65,4,0.0
66,4,0.0
67,4,1.0
68,4,0.0
69,4,0.0
70,4,0.0
71,4,0.0
72,4,0.0
73,4,0.0
74,4,0.0
0,5,1.0
1,5,0.0
2,5,1.0
3,5,0.0
4,5,0.0
5,5,0.0
6,5,0.0
7,5,0.0
8,5,0.0
9,5,0.0
10,5,0.0
11,5,0.0
12,5,0.0
13,5,1.0
14,5,0.0
15,5,0.0
16,5,0.0
17,5,0.0
18,5,1.0
19,5,0.0
20,5,0.0
21,5,0.0
22,5,0.0
23,5,0.0
24,5,1.0
25,5,0.0
26,5,1.0
27,5,0.0
28,5,0.0
29,5,0.0
30,5,0.0
31,5,0.0
32,5,0.0
33,5,0.0
34,5,0.0
35,5,0.0
36,5,0.0
37,5,0.0
38,5,0.0
39,5,0.0
40,5,0.0
41,5,0.0
42,5,0.0
43,5,0.0
44,5,1.0
45,5,0.0
46,5,0.0
47,5,0.0
48,5,1.0
49,5,0.0
50,5,0.0
51,5,0.0
52,5,0.0
53,5,0.0
54,5,0.0
55,5,0.0
56,5,0.0
57,5,0.0
58,5,0.0
59,5,0.0
60,5,0.0
61,5,1.0
62,5,0.0
63,5,1.0
64,5,0.0
65,5,0.0
66,5,0.0
67,5,1.0
68,5,0.0
69,5,0.0
70,5,0.0
71,5,0.0
72,5,0.0
73,5,0.0
74,5,1.0
0,6,0.0
1,6,0.0
2,6,0.0
3,6,0.0
4,6,0.0
5,6,0.0
6,6,0.0
7,6,0.0
8,6,0.0
9,6,0.0
10,6,0.0
11,6,0.0
12,6,0.0
13,6,0.0
14,6,0.0
15,6,0.0
16,6,0.0
17,6,0.0
18,6,0.0
19,6,0.0
20,6,0.0
21,6,0.0
22,6,0.0
23,6,0.0
24,6,1.0
25,6,0.0
26,6,1.0
27,6,0.0
28,6,0.0
29,6,0.0
30,6,0.0
31,6,0.0
32,6,0.0
33,6,0.0
34,6,0.0
35,6,0.0
36,6,0.0
37,6,0.0
38,6,0.0
39,6,0.0
40,6,0.0
41,6,0.0
42,6,0.0
43,6,0.0
44,6,0.0
45,6,0.0
46,6,0.0
47,6,0.0
48,6,1.0
49,6,1.0
50,6,0.0
51,6,0.0
52,6,1.0
53,6,0.0
54,6,0.0
55,6,0.0
56,6,0.0
57,6,0.0
58,6,0.0
59,6,0.0
60,6,0.0
61,6,0.0
62,6,0.0
63,6,0.0
64,6,0.0
65,6,0.0
66,6,0.0
67,6,0.0
68,6,0.0
69,6,0.0
70,6,0.0
71,6,0.0
72,6,0.0
73,6,0.0
74,6,1.0
0,7,1.0
1,7,0.0
2,7,0.0
3,7,0.0
4,7,0.0
5,7,0.0
6,7,0.0
7,7,0.0
8,7,0.0
9,7,0.0
10,7,0.0
11,7,0.0
12,7,1.0
13,7,1.0
14,7,0.0
15,7,0.0
16,7,0.0
17,7,1.0
18,7,1.0
19,7,0.0
20,7,0.0
21,7,1.0
22,7,0.0
23,7,0.0
24,7,1.0
25,7,0.0
26,7,1.0
27,7,0.0
28,7,0.0
29,7,0.0
30,7,0.0
31,7,0.0
32,7,0.0
33,7,1.0
34,7,1.0
35,7,0.0
36,7,0.0
37,7,0.0
38,7,0.0
39,7,0.0
40,7,0.0
41,7,1.0
42,7,0.0
43,7,0.0
44,7,1.0
45,7,0.0
46,7,0.0
47,7,0.0
48,7,1.0
49,7,1.0
50,7,0.0
51,7,0.0
52,7,1.0
53,7,0.0
54,7,0.0
55,7,0.0
56,7,0.0
57,7,0.0
58,7,1.0
59,7,0.0
60,7,0.0
61,7,1.0
62,7,0.0
63,7,1.0
64,7,0.0
65,7,0.0
66,7,0.0
67,7,1.0
68,7,0.0
69,7,0.0
70,7,0.0
71,7,0.0
72,7,0.0
73,7,0.0
74,7,1.0
0,8,0.0
1,8,0.0
2,8,1.0
3,8,0.0
4,8,0.0
5,8,0.0
6,8,0.0
7,8,0.0
8,8,0.0
9,8,0.0
10,8,0.0
11,8,0.0
12,8,0.0
13,8,1.0
14,8,0.0
15,8,0.0
16,8,0.0
17,8,1.0
18,8,1.0
19,8,0.0
20,8,0.0
21,8,1.0
22,8,0.0
23,8,0.0
24,8,1.0
25,8,0.0
26,8,1.0
27,8,0.0
28,8,0.0
29,8,0.0
30,8,0.0
31,8,0.0
32,8,0.0
33,8,1.0
34,8,1.0
35,8,0.0
36,8,0.0
37,8,0.0
38,8,0.0
39,8,0.0
40,8,0.0
41,8,1.0
42,8,0.0
43,8,0.0
44,8,1.0
45,8,0.0
46,8,0.0
47,8,0.0
48,8,1.0
49,8,1.0
50,8,0.0
51,8,0.0
52,8,1.0
53,8,0.0
54,8,0.0
55,8,0.0
56,8,0.0
57,8,0.0
58,8,1.0
59,8,0.0
60,8,0.0
61,8,1.0
62,8,0.0
63,8,0.0
64,8,0.0
65,8,1.0
66,8,0.0
67,8,1.0
68,8,0.0
69,8,0.0
70,8,0.0
71,8,0.0
72,8,0.0
73,8,0.0
74,8,1.0
0,9,1.0
1,9,0.0
2,9,1.0
3,9,0.0
4,9,0.0
5,9,0.0
6,9,0.0
7,9,0.0
8,9,0.0
9,9,0.0
10,9,0.0
11,9,0.0
12,9,1.0
13,9,1.0
14,9,0.0
15,9,0.0
16,9,0.0
17,9,1.0
18,9,0.0
19,9,0.0
20,9,0.0
21,9,1.0
22,9,0.0
23,9,0.0
24,9,1.0
25,9,0.0
26,9,0.0
27,9,0.0
28,9,0.0
29,9,0.0
30,9,0.0
31,9,0.0
32,9,0.0
33,9,1.0
34,9,1.0
35,9,0.0
36,9,0.0
37,9,0.0
38,9,0.0
39,9,0.0
40,9,0.0
41,9,1.0
42,9,0.0
43,9,0.0
44,9,1.0
45,9,0.0
46,9,0.0
47,9,0.0
48,9,1.0
49,9,1.0
50,9,0.0
51,9,0.0
52,9,1.0
53,9,0.0
54,9,0.0
55,9,0.0
56,9,0.0
57,9,0.0
58,9,0.0
59,9,0.0
60,9,0.0
61,9,1.0
62,9,0.0
63,9,1.0
64,9,0.0
65,9,1.0
66,9,0.0
67,9,0.0
68,9,0.0
69,9,0.0
70,9,0.0
71,9,0.0
72,9,0.0
73,9,0.0
74,9,1.0
0,10,1.0
1,10,0.0
2,10,0.0
3,10,0.0
4,10,0.0
5,10,0.0
6,10,0.0
7,10,0.0
8,10,0.0
9,10,0.0
10,10,0.0
11,10,0.0
12,10,0.0
13,10,0.0
14,10,0.0
15,10,0.0
16,10,0.0
17,10,1.0
18,10,1.0
19,10,0.0
20,10,0.0
21,10,0.0
22,10,0.0
23,10,0.0
24,10,1.0
25,10,0.0
26,10,1.0
27,10,0.0
28,10,0.0
29,10,0.0
30,10,0.0
31,10,0.0
32,10,0.0
33,10,0.0
34,10,0.0
35,10,0.0
36,10,0.0
37,10,0.0
38,10,0.0
39,10,0.0
40,10,0.0
41,10,0.0
42,10,0.0
43,10,0.0
44,10,0.0
45,10,0.0
46,10,0.0
47,10,0.0
48,10,1.0
49,10,1.0
50,10,0.0
51,10,0.0
52,10,0.0
53,10,0.0
54,10,0.0
55,10,0.0
56,10,0.0
57,10,0.0
58,10,0.0
59,10,0.0
60,10,0.0
61,10,0.0
62,10,0.0
63,10,0.0
64,10,0.0
65,10,1.0
66,10,0.0
67,10,0.0
68,10,0.0
69,10,0.0
70,10,0.0
71,10,0.0
72,10,0.0
73,10,0.0
74,10,1.0
0,11,0.0
1,11,0.0
2,11,0.0
3,11,0.0
4,11,0.0
5,11,0.0
6,11,0.0
7,11,0.0
8,11,0.0
9,11,0.0
10,11,0.0
11,11,0.0
12,11,0.0
13,11,1.0
14,11,0.0
15,11,0.0
16,11,0.0
17,11,0.0
18,11,0.0
19,11,0.0
20,11,0.0
21,11,0.0
22,11,0.0
23,11,0.0
24,11,1.0
25,11,0.0
26,11,1.0
27,11,0.0
28,11,0.0
29,11,0.0
30,11,0.0
31,11,0.0
32,11,0.0
33,11,1.0
34,11,0.0
35,11,0.0
36,11,0.0
37,11,0.0
38,11,0.0
39,11,0.0
40,11,0.0
41,11,1.0
42,11,0.0
43,11,0.0
44,11,0.0
45,11,0.0
46,11,0.0
47,11,0.0
48,11,0.0
49,11,1.0
50,11,0.0
51,11,0.0
52,11,0.0
53,11,0.0
54,11,0.0
55,11,0.0
56,11,0.0
57,11,0.0
58,11,0.0
59,11,0.0
60,11,0.0
61,11,0.0
62,11,0.0
63,11,0.0
64,11,0.0
65,11,0.0
66,11,0.0
67,11,0.0
68,11,0.0
69,11,0.0
70,11,0.0
71,11,0.0
72,11,0.0
73,11,0.0
74,11,1.0
0,12,0.0
1,12,0.0
2,12,1.0
3,12,0.0
4,12,0.0
5,12,0.0
6,12,0.0
7,12,0.0
8,12,0.0
9,12,0.0
10,12,0.0
11,12,0.0
12,12,1.0
13,12,1.0
14,12,1.0
15,12,0.0
16,12,0.0
17,12,1.0
18,12,0.0
19,12,0.0
20,12,0.0
21,12,1.0
22,12,0.0
23,12,0.0
24,12,1.0
25,12,0.0
26,12,1.0
27,12,0.0
28,12,0.0
29,12,1.0
30,12,0.0
31,12,0.0
32,12,1.0
33,12,1.0
34,12,1.0
35,12,0.0
36,12,1.0
37,12,1.0
38,12,0.0
39,12,1.0
40,12,0.0
41,12,1.0
42,12,1.0
43,12,1.0
44,12,1.0
45,12,0.0
46,12,1.0
47,12,0.0
48,12,0.0
49,12,1.0
50,12,0.0
51,12,1.0
52,12,0.0
53,12,0.0
54,12,1.0
55,12,0.0
56,12,0.0
57,12,1.0
58,12,0.0
59,12,0.0
60,12,0.0
61,12,1.0
62,12,0.0
63,12,1.0
64,12,0.0
65,12,1.0
66,12,0.0
67,12,1.0
68,12,0.0
69,12,0.0
70,12,1.0
71,12,0.0
72,12,0.0
73,12,0.0
74,12,1.0
0,13,0.0
1,13,0.0
2,13,0.0
3,13,0.0
4,13,0.0
5,13,0.0
6,13,0.0
7,13,0.0
8,13,0.0
9,13,0.0
10,13,0.0
11,13,0.0
12,13,0.0
13,13,0.0
14,13,0.0
15,13,0.0
16,13,0.0
17,13,0.0
18,13,0.0
19,13,0.0
20,13,0.0
21,13,0.0
22,13,0.0
23,13,0.0
24,13,0.0
25,13,0.0
26,13,0.0
27,13,0.0
28,13,0.0
29,13,0.0
30,13,0.0
31,13,0.0
32,13,0.0
33,13,0.0
34,13,0.0
35,13,0.0
36,13,0.0
37,13,0.0
38,13,0.0
39,13,0.0
40,13,0.0
41,13,1.0
42,13,0.0
43,13,0.0
44,13,0.0
45,13,0.0
46,13,0.0
47,13,0.0
48,13,0.0
49,13,0.0
50,13,0.0
51,13,0.0
52,13,0.0
53,13,0.0
54,13,0.0
55,13,0.0
56,13,0.0
57,13,0.0
58,13,0.0
59,13,0.0
60,13,0.0
61,13,0.0
62,13,0.0
63,13,0.0
64,13,0.0
65,13,0.0
66,13,0.0
67,13,0.0
68,13,0.0
69,13,0.0
70,13,0.0
71,13,0.0
72,13,0.0
73,13,0.0
74,13,0.0
0,15,0.0
1,15,0.0
2,15,0.0
3,15,0.0
4,15,0.0
5,15,0.0
6,15,0.0
7,15,0.0
8,15,0.0
9,15,0.0
10,15,0.0
11,15,0.0
12,15,0.0
13,15,0.0
14,15,0.0
15,15,0.0
16,15,0.0
17,15,0.0
18,15,0.0
19,15,0.0
20,15,0.0
21,15,0.0
22,15,0.0
23,15,0.0
24,15,0.0
25,15,0.0
26,15,0.0
27,15,0.0
28,15,0.0
29,15,0.0
30,15,0.0
31,15,0.0
32,15,0.0
33,15,0.0
34,15,0.0
35,15,0.0
36,15,0.0
37,15,0.0
38,15,0.0
39,15,0.0
40,15,0.0
41,15,0.0
42,15,0.0
43,15,0.0
44,15,0.0
45,15,0.0
46,15,0.0
47,15,0.0
48,15,0.0
49,15,0.0
50,15,0.0
51,15,0.0
52,15,0.0
53,15,0.0
54,15,0.0
55,15,0.0
56,15,0.0
57,15,0.0
58,15,1.0
59,15,0.0
60,15,0.0
61,15,0.0
62,15,0.0
63,15,0.0
64,15,0.0
65,15,0.0
66,15,0.0
67,15,0.0
68,15,0.0
69,15,0.0
70,15,0.0
71,15,0.0
72,15,0.0
73,15,0.0
74,15,0.0
0,17,0.0
1,17,0.0
2,17,0.0
3,17,0.0
4,17,0.0
5,17,0.0
6,17,0.0
7,17,0.0
8,17,0.0
9,17,0.0
10,17,0.0
11,17,0.0
12,17,1.0
13,17,0.0
14,17,0.0
15,17,0.0
16,17,0.0
17,17,0.0
18,17,0.0
19,17,0.0
20,17,0.0
21,17,0.0
22,17,0.0
23,17,0.0
24,17,0.0
25,17,0.0
26,17,0.0
27,17,0.0
28,17,0.0
29,17,0.0
30,17,0.0
31,17,0.0
32,17,0.0
33,17,1.0
34,17,0.0
35,17,0.0
36,17,0.0
37,17,0.0
38,17,0.0
39,17,0.0
40,17,0.0
41,17,0.0
42,17,0.0
43,17,0.0
44,17,0.0
45,17,0.0
46,17,0.0
47,17,0.0
48,17,0.0
49,17,0.0
50,17,0.0
51,17,0.0
52,17,0.0
53,17,0.0
54,17,0.0
55,17,0.0
56,17,0.0
57,17,0.0
58,17,0.0
59,17,0.0
60,17,0.0
61,17,0.0
62,17,0.0
63,17,0.0
64,17,0.0
65,17,0.0
66,17,0.0
67,17,0.0
68,17,0.0
69,17,0.0
70,17,0.0
71,17,0.0
72,17,0.0
73,17,0.0
74,17,0.0
0,18,0.0
1,18,0.0
2,18,0.0
3,18,0.0
4,18,0.0
5,18,0.0
6,18,0.0
7,18,0.0
8,18,0.0
9,18,0.0
10,18,0.0
11,18,0.0
12,18,1.0
13,18,0.0
14,18,0.0
15,18,0.0
16,18,0.0
17,18,0.0
18,18,0.0
19,18,0.0
20,18,0.0
21,18,0.0
22,18,0.0
23,18,0.0
24,18,0.0
25,18,0.0
26,18,0.0
27,18,0.0
28,18,0.0
29,18,0.0
30,18,0.0
31,18,0.0
32,18,1.0
33,18,0.0
34,18,0.0
35,18,0.0
36,18,0.0
37,18,0.0
38,18,0.0
39,18,0.0
40,18,0.0
41,18,0.0
42,18,0.0
43,18,0.0
44,18,0.0
45,18,0.0
46,18,0.0
47,18,0.0
48,18,0.0
49,18,0.0
50,18,0.0
51,18,0.0
52,18,0.0
53,18,0.0
54,18,0.0
55,18,0.0
56,18,0.0
57,18,0.0
58,18,0.0
59,18,0.0
60,18,0.0
61,18,0.0
62,18,0.0
63,18,0.0
64,18,0.0
65,18,0.0
66,18,0.0
67,18,0.0
68,18,0.0
69,18,0.0
70,18,0.0
71,18,0.0
72,18,0.0
73,18,0.0
74,18,0.0
0,19,0.0
1,19,0.0
2,19,1.0
3,19,0.0
4,19,0.0
5,19,0.0
6,19,0.0
7,19,0.0
8,19,0.0
9,19,0.0
10,19,0.0
11,19,0.0
12,19,0.0
13,19,0.0
14,19,0.0
15,19,0.0
16,19,0.0
17,19,0.0
18,19,0.0
19,19,0.0
20,19,0.0
21,19,1.0
22,19,0.0
23,19,0.0
24,19,0.0
25,19,0.0
26,19,0.0
27,19,0.0
28,19,0.0
29,19,0.0
30,19,0.0
31,19,0.0
32,19,0.0
33,19,0.0
34,19,0.0
35,19,0.0
36,19,0.0
37,19,0.0
38,19,0.0
39,19,0.0
40,19,0.0
41,19,0.0
42,19,0.0
43,19,0.0
44,19,0.0
45,19,0.0
46,19,0.0
47,19,0.0
48,19,1.0
49,19,0.0
50,19,0.0
51,19,0.0
52,19,0.0
53,19,0.0
54,19,0.0
55,19,0.0
56,19,0.0
57,19,0.0
58,19,0.0
59,19,0.0
60,19,0.0
61,19,1.0
62,19,0.0
63,19,0.0
64,19,0.0
65,19,0.0
66,19,0.0
67,19,0.0
68,19,0.0
69,19,0.0
70,19,0.0
71,19,0.0
72,19,0.0
73,19,0.0
74,19,0.0
0,20,0.0
1,20,0.0
2,20,1.0
3,20,0.0
4,20,0.0
5,20,0.0
6,20,0.0
7,20,0.0
8,20,0.0
9,20,0.0
10,20,0.0
11,20,0.0
12,20,0.0
13,20,0.0
14,20,0.0
15,20,0.0
16,20,0.0
17,20,0.0
18,20,0.0
19,20,0.0
20,20,0.0
21,20,0.0
22,20,0.0
23,20,0.0
24,20,1.0
25,20,0.0
26,20,0.0
27,20,0.0
28,20,0.0
29,20,0.0
30,20,0.0
31,20,0.0
32,20,0.0
33,20,1.0
34,20,0.0
35,20,0.0
36,20,0.0
37,20,0.0
38,20,0.0
39,20,0.0
40,20,0.0
41,20,0.0
42,20,0.0
43,20,0.0
44,20,0.0
45,20,0.0
46,20,0.0
47,20,0.0
48,20,0.0
49,20,0.0
50,20,0.0
51,20,0.0
52,20,0.0
53,20,0.0
54,20,0.0
55,20,0.0
56,20,0.0
57,20,0.0
58,20,0.0
59,20,0.0
60,20,0.0
61,20,0.0
62,20,0.0
63,20,0.0
64,20,0.0
65,20,0.0
66,20,0.0
67,20,0.0
68,20,0.0
69,20,0.0
70,20,0.0
71,20,0.0
72,20,0.0
73,20,0.0
74,20,0.0
0,21,0.0
1,21,0.0
2,21,0.0
3,21,0.0
4,21,0.0
5,21,0.0
6,21,0.0
7,21,0.0
8,21,0.0
9,21,0.0
10,21,0.0
11,21,0.0
12,21,0.0
13,21,0.0
14,21,0.0
15,21,0.0
16,21,0.0
17,21,0.0
18,21,0.0
19,21,0.0
20,21,0.0
21,21,0.0
22,21,0.0
23,21,0.0
24,21,0.0
25,21,0.0
26,21,0.0
27,21,0.0
28,21,0.0
29,21,0.0
30,21,0.0
31,21,0.0
32,21,0.0
33,21,0.0
34,21,0.0
35,21,0.0
36,21,0.0
37,21,0.0
38,21,0.0
39,21,0.0
40,21,0.0
41,21,0.0
42,21,0.0
43,21,0.0
44,21,0.0
45,21,0.0
46,21,0.0
47,21,0.0
48,21,0.0
49,21,0.0
50,21,0.0
51,21,0.0
52,21,0.0
53,21,0.0
54,21,0.0
55,21,0.0
56,21,0.0
57,21,0.0
58,21,1.0
59,21,0.0
60,21,0.0
61,21,0.0
62,21,0.0
63,21,0.0
64,21,0.0
65,21,0.0
66,21,0.0
67,21,0.0
68,21,0.0
69,21,0.0
70,21,0.0
71,21,0.0
72,21,0.0
73,21,0.0
74,21,0.0
0,22,0.0
1,22,0.0
2,22,0.0
3,22,0.0
4,22,0.0
5,22,0.0
6,22,0.0
7,22,0.0
8,22,0.0
9,22,0.0
10,22,0.0
11,22,0.0
12,22,0.0
13,22,0.0
14,22,0.0
15,22,0.0
16,22,0.0
17,22,0.0
18,22,0.0
19,22,0.0
20,22,0.0
21,22,0.0
22,22,0.0
23,22,0.0
24,22,0.0
25,22,0.0
26,22,0.0
27,22,0.0
28,22,0.0
29,22,0.0
30,22,0.0
31,22,0.0
32,22,0.0
33,22,0.0
34,22,0.0
35,22,0.0
36,22,0.0
37,22,0.0
38,22,1.0
39,22,0.0
40,22,0.0
41,22,0.0
42,22,0.0
43,22,0.0
44,22,0.0
45,22,0.0
46,22,0.0
47,22,0.0
48,22,0.0
49,22,0.0
50,22,0.0
51,22,0.0
52,22,0.0
53,22,0.0
54,22,0.0
55,22,0.0
56,22,0.0
57,22,0.0
58,22,0.0
59,22,0.0
60,22,0.0
61,22,0.0
62,22,0.0
63,22,0.0
64,22,0.0
65,22,0.0
66,22,0.0
67,22,0.0
68,22,0.0
69,22,0.0
70,22,0.0
71,22,0.0
72,22,0.0
73,22,0.0
74,22,0.0
0,23,0.0
1,23,0.0
2,23,0.0
3,23,0.0
4,23,0.0
5,23,0.0
6,23,0.0
7,23,1.0
8,23,0.0
9,23,0.0
10,23,0.0
11,23,0.0
12,23,0.0
13,23,1.0
14,23,0.0
15,23,0.0
16,23,0.0
17,23,0.0
18,23,0.0
19,23,0.0
20,23,0.0
21,23,0.0
22,23,0.0
23,23,0.0
24,23,1.0
25,23,0.0
26,23,0.0
27,23,0.0
28,23,0.0
29,23,0.0
30,23,0.0
31,23,0.0
32,23,0.0
33,23,1.0
34,23,1.0
35,23,0.0
36,23,0.0
37,23,0.0
38,23,0.0
39,23,0.0
40,23,0.0
41,23,0.0
42,23,0.0
43,23,0.0
44,23,0.0
45,23,0.0
46,23,0.0
47,23,0.0
48,23,0.0
49,23,0.0
50,23,0.0
51,23,0.0
52,23,0.0
53,23,0.0
54,23,0.0
55,23,0.0
56,23,0.0
57,23,0.0
58,23,0.0
59,23,0.0
60,23,0.0
61,23,0.0
62,23,0.0
63,23,0.0
64,23,0.0
65,23,0.0
66,23,0.0
67,23,0.0
68,23,0.0
69,23,0.0
70,23,0.0
71,23,0.0
72,23,0.0
73,23,0.0
74,23,0.0
0,28,0.0
1,28,0.0
2,28,0.0
3,28,0.0
4,28,0.0
5,28,0.0
6,28,0.0
7,28,0.0
8,28,0.0
9,28,0.0
10,28,0.0
11,28,0.0
12,28,0.0
13,28,0.0
14,28,0.0
15,28,0.0
16,28,0.0
17,28,0.0
18,28,0.0
19,28,0.0
20,28,0.0
21,28,0.0
22,28,0.0
23,28,0.0
24,28,0.0
25,28,0.0
26,28,0.0
27,28,1.0
28,28,0.0
29,28,0.0
30,28,0.0
31,28,0.0
32,28,0.0
33,28,0.0
34,28,0.0
35,28,0.0
36,28,0.0
37,28,0.0
38,28,0.0
39,28,0.0
40,28,0.0
41,28,0.0
42,28,0.0
43,28,0.0
44,28,0.0
45,28,0.0
46,28,0.0
47,28,0.0
48,28,0.0
49,28,0.0
50,28,0.0
51,28,0.0
52,28,0.0
53,28,0.0
54,28,0.0
55,28,0.0
56,28,0.0
57,28,0.0
58,28,0.0
59,28,0.0
60,28,0.0
61,28,0.0
62,28,0.0
63,28,0.0
64,28,0.0
65,28,0.0
66,28,0.0
67,28,0.0
68,28,0.0
69,28,0.0
70,28,0.0
71,28,0.0
72,28,0.0
73,28,0.0
74,28,0.0
0,33,0.0
1,33,0.0
2,33,0.0
3,33,0.0
4,33,0.0
5,33,0.0
6,33,0.0
7,33,0.0
8,33,0.0
9,33,0.0
10,33,0.0
11,33,0.0
12,33,0.0
13,33,0.0
14,33,0.0
15,33,0.0
16,33,0.0
17,33,1.0
18,33,0.0
19,33,0.0
20,33,0.0
21,33,0.0
22,33,0.0
23,33,0.0
24,33,0.0
25,33,0.0
26,33,0.0
27,33,0.0
28,33,0.0
29,33,0.0
30,33,0.0
31,33,0.0
32,33,0.0
33,33,0.0
34,33,0.0
35,33,0.0
36,33,0.0
37,33,0.0
38,33,0.0
39,33,0.0
40,33,0.0
41,33,0.0
42,33,0.0
43,33,0.0
44,33,0.0
45,33,0.0
46,33,0.0
47,33,0.0
48,33,0.0
49,33,0.0
50,33,0.0
51,33,0.0
52,33,0.0
53,33,0.0
54,33,0.0
55,33,0.0
56,33,0.0
57,33,0.0
58,33,0.0
59,33,0.0
60,33,0.0
61,33,0.0
62,33,0.0
63,33,0.0
64,33,0.0
65,33,0.0
66,33,0.0
67,33,0.0
68,33,0.0
69,33,0.0
70,33,0.0
71,33,0.0
72,33,0.0
73,33,0.0
74,33,0.0
0,35,0.0
1,35,0.0
2,35,0.0
3,35,0.0
4,35,0.0
5,35,0.0
6,35,0.0
7,35,0.0
8,35,0.0
9,35,0.0
10,35,0.0
11,35,0.0
12,35,0.0
13,35,0.0
14,35,0.0
15,35,0.0
16,35,0.0
17,35,0.0
18,35,0.0
19,35,0.0
20,35,0.0
21,35,0.0
