,car_id,car_model,used_label,price,exteriorColor,interiorColor,drivetrain,minMPG,maxMPG,fuelType,transmission,engine,mileage,brand
84,86.0,BMW 430 Gran Coupe i xDrive,1,25,66,42,2,23.0,33.0,3,20,2.0L I4 16V GDI DOHC Turbo,42899.0,3
85,87.0,Mercedes-Benz GLS 450 4MATIC,1,56,132,41,2,16.0,22.0,3,24,3.0L V6 24V GDI DOHC Twin Turbo,33427.0,22
86,88.0,BMW 430 Gran Coupe i xDrive,1,29,19,42,2,23.0,33.0,3,20,2.0L I4 16V GDI DOHC Turbo,45266.0,3
87,89.0,Lexus LS 460 Base,1,17,11,83,2,16.0,23.0,3,20,4.6L V8 32V PDI DOHC,130602.0,19
88,90.0,GMC Yukon Denali,1,38,11,11,3,15.0,21.0,3,20,6.2L V8 16V GDI OHV,36347.0,11
89,91.0,Mercedes-Benz GLB 250 Base,1,42,98,11,4,23.0,30.0,3,21,2.0L I4 16V GDI DOHC Turbo,11140.0,22
90,92.0,Toyota Camry SE,1,31,11,11,4,28.0,39.0,3,20,2.5L I4 16V PDI DOHC,27521.0,28
91,93.0,Ford Edge Sport,0,33,177,35,2,17.0,24.0,3,7,V6 Cylinder Engine,23046.0,10
92,94.0,Subaru Crosstrek 2.0i Premium,1,28,137,44,2,27.0,33.0,3,28,2.0L H4 16V GDI DOHC,27911.0,26
93,95.0,Dodge Charger Scat Pack,0,49,57,83,5,15.0,24.0,3,20,6.4L V8 16V MPFI OHV,24858.0,8
94,96.0,Dodge Charger Scat Pack,1,40,175,23,5,15.0,24.0,3,20,6.4L V8 16V MPFI OHV,21863.0,8
95,97.0,Subaru Crosstrek Premium,1,26,179,11,2,28.0,33.0,3,28,2.0L H4 16V GDI DOHC,7572.0,26
96,98.0,Subaru Crosstrek 2.0i Premium,1,29,73,11,2,27.0,33.0,3,28,2.0L H4 16V GDI DOHC,8832.0,26
97,99.0,Subaru Crosstrek 2.0i Premium,1,27,40,11,2,27.0,33.0,3,28,2.0L H4 16V GDI DOHC,70778.0,26
98,100.0,Toyota 4Runner Limited,0,51,99,63,3,16.0,19.0,3,6,4.0L V6 24V MPFI DOHC,20606.0,28
99,101.0,Ford F-150,1,25,180,83,5,15.0,22.0,0,9,5.0L V8 32V MPFI DOHC Flexible Fuel,135228.0,10
100,102.0,Audi Q5 2.0T Premium,1,35,95,11,2,22.0,27.0,3,16,2.0L I4 16V GDI DOHC Turbo,36644.0,2
101,103.0,Audi Q5 2.0T Premium,1,38,22,11,2,22.0,27.0,3,16,2.0L I4 16V GDI DOHC Turbo,21349.0,2
102,104.0,Audi A5 2.0T Premium,1,14,126,11,2,21.0,29.0,3,20,2.0L I4 16V GDI DOHC Turbo,116693.0,2
103,105.0,Lexus RC F Base,1,51,66,83,5,16.0,25.0,3,20,5.0L V8 32V PDI DOHC,29597.0,19
104,106.0,Dodge Challenger R/T,1,33,23,44,5,15.0,23.0,3,20,5.7L V8 16V MPFI OHV,18752.0,8
105,107.0,Mazda CX-5 Grand Touring,1,18,80,11,2,24.0,30.0,3,9,2.5L I4 16V GDI DOHC,57000.0,21
106,108.0,Honda Accord EX-L,1,21,11,11,4,21.0,34.0,3,9,3.5L V6 24V MPFI SOHC,92614.0,13
107,109.0,Chevrolet Camaro 2SS,1,29,66,1,5,16.0,25.0,3,20,6.2L V8 16V GDI OHV,78378.0,6
108,110.0,Nissan Rogue S,1,16,27,44,2,25.0,32.0,3,28,2.5L I4 16V MPFI DOHC,47061.0,23
109,111.0,Toyota Highlander SE,1,39,173,2,4,21.0,27.0,3,20,3.5L V6 24V PDI DOHC,27027.0,28
110,112.0,Chevrolet Cruze LS,1,21,148,49,4,28.0,38.0,3,9,1.4L I4 16V GDI DOHC Turbo,29865.0,6
111,113.0,Chevrolet Traverse Premier,1,36,78,49,4,18.0,27.0,3,24,3.6L V6 24V GDI DOHC,56722.0,6
112,114.0,Nissan Murano SV,1,27,43,43,4,20.0,28.0,3,28,3.5L V6 24V MPFI DOHC,41010.0,23
113,115.0,BMW 540 i xDrive,1,47,39,11,2,21.0,29.0,3,20,3.0L I6 24V GDI DOHC Turbo,26042.0,3
114,116.0,Volkswagen Atlas 3.6L SEL Premium,1,49,8,79,2,16.0,22.0,3,20,3.6L V6 24V GDI DOHC,10640.0,29
115,117.0,Chevrolet Tahoe LTZ,1,28,174,27,3,16.0,22.0,3,9,5.3L V8 16V GDI OHV,139597.0,6
116,118.0,Honda Civic Sport,1,19,173,11,4,29.0,37.0,3,26,Engine: 2.0L I-4 DOHC 16-Valve i-VTEC,20164.0,13
117,119.0,Nissan Rogue SL,1,26,89,83,2,25.0,32.0,3,28,2.5L I4 16V MPFI DOHC,53043.0,23
118,120.0,Honda Pilot Special Edition,1,43,159,44,2,19.0,26.0,3,24,3.5L V6 24V GDI SOHC,22250.0,13
119,121.0,Hyundai Tucson SE,1,18,106,44,2,21.0,26.0,3,9,2.0L I4 16V GDI DOHC,93960.0,14
120,122.0,Honda Pilot Special Edition,1,42,180,83,2,19.0,26.0,3,24,3.5L V6 24V GDI SOHC,15002.0,13
121,123.0,Buick Enclave Essence,1,34,161,72,4,18.0,26.0,3,24,3.6L V6 24V GDI DOHC,26135.0,4
122,124.0,Buick Enclave Essence,1,34,50,33,4,18.0,26.0,3,24,3.6L V6 24V GDI DOHC,17542.0,4
123,125.0,Jeep Wrangler Unlimited Sport,1,26,54,11,3,16.0,21.0,3,6,3.6L V6 24V MPFI DOHC,113580.0,16
124,126.0,Buick Enclave Essence,1,36,144,33,4,18.0,26.0,3,24,3.6L V6 24V GDI DOHC,29500.0,4
125,127.0,BMW X5 M Base,1,70,25,3,2,14.0,19.0,3,20,4.4L V8 32V GDI DOHC Twin Turbo,33757.0,3
126,128.0,Genesis GV80 2.5T,1,55,71,11,5,21.0,25.0,3,20,2.5L I4 16V PDI DOHC Turbo,26663.0,12
127,129.0,Chevrolet Tahoe Z71,1,70,161,11,3,16.0,20.0,3,2,5.3L V8 16V GDI OHV,24054.0,6
128,130.0,Genesis GV80 2.5T,1,68,170,11,2,21.0,25.0,3,20,2.5L I4 16V PDI DOHC Turbo,11049.0,12
129,131.0,Acura MDX 3.5L w/Advance Package,1,24,66,45,2,19.0,26.0,3,24,3.5L V6 24V GDI SOHC,63014.0,0
130,132.0,Toyota RAV4 Sport,1,8,11,11,3,21.0,28.0,3,6,3.5L V6 24V MPFI DOHC,141372.0,28
131,133.0,Chevrolet Suburban 1500 LT,1,33,11,49,3,15.0,22.0,3,9,5.3L V8 16V GDI OHV,79436.0,6
132,134.0,Ford F-150 XLT,1,34,77,11,3,17.0,23.0,3,9,2.7L V6 24V GDI DOHC Twin Turbo,23349.0,10
133,135.0,Acura MDX 3.5L w/Technology Package,1,45,104,35,4,20.0,27.0,3,24,3.5L V6 24V GDI SOHC,15150.0,0
134,136.0,Toyota Tundra SR5,1,39,99,11,3,13.0,17.0,3,9,5.7L V8 32V MPFI DOHC,30136.0,28
135,137.0,Cadillac Escalade Sport,1,107,11,11,3,14.0,19.0,3,2,6.2L V8 16V GDI OHV,28000.0,5
136,138.0,Chrysler 300 S,1,34,151,11,5,19.0,30.0,3,20,5.7L V8 16V MPFI OHV,47552.0,7
137,139.0,Chrysler 300 S,1,28,21,11,5,19.0,30.0,3,20,3.6L V6 24V MPFI DOHC,26893.0,7
138,140.0,Honda Civic LX,1,20,66,83,4,30.0,39.0,3,28,2.0L I4 16V MPFI DOHC,42836.0,13
139,141.0,Mercedes-Benz SL-Class SL 550,1,39,47,11,5,17.0,25.0,3,26,Turbocharged Gas V8 4.6L/285,45281.0,22
140,142.0,INFINITI QX60 Pure,1,31,15,43,4,20.0,27.0,3,28,3.5L V6 24V GDI DOHC,48522.0,15
141,143.0,BMW X5 xDrive40i,0,58,127,47,2,20.0,26.0,3,20,3.0L I6 24V GDI DOHC Turbo,17509.0,3
142,144.0,INFINITI QX60 Pure,1,29,83,43,4,20.0,27.0,3,28,3.5L V6 24V GDI DOHC,49926.0,15
143,145.0,Kia Sorento SX,1,4,166,11,2,18.0,24.0,3,26,3.5L DOHC dual CVVT 24-valve V6 engine,213000.0,17
144,146.0,Honda Civic Sport,1,24,86,83,4,25.0,36.0,3,5,4 Cylinder Engine,49051.0,13
145,147.0,Ford Taurus SES,1,4,68,76,4,20.0,27.0,3,3,3.0L V6 24V MPFI DOHC,83368.0,10
146,148.0,Lexus RX 350 Base,1,47,7,11,2,19.0,26.0,3,20,3.5L V6 24V PDI DOHC,10913.0,19
147,149.0,Kia Sorento LX,1,28,66,11,4,22.0,29.0,3,9,2.4L I4 16V GDI DOHC,21055.0,17
148,150.0,Toyota Tundra SR5,0,39,163,43,3,14.0,18.0,3,9,4.6L V8 32V MPFI DOHC,36236.0,28
149,151.0,Lexus LS 460 Base,1,19,14,8,5,16.0,24.0,3,20,4.6L V8 32V PDI DOHC,97315.0,19
150,152.0,Chevrolet Silverado 1500 Custom,1,30,146,40,5,16.0,21.0,3,9,4.3L V6 12V GDI OHV,44844.0,6
151,153.0,BMW 328 i,1,15,173,20,5,23.0,35.0,3,20,2.0L 4-Cylinder DOHC 16V Turbocharged,48478.0,3
152,154.0,Porsche Macan GTS,0,84,173,11,2,17.0,22.0,3,16,2.9L V6 24V GDI DOHC Twin Turbo,7484.0,24
153,155.0,Land Rover Range Rover Sport HSE Silver Edition,1,86,51,35,3,19.0,24.0,3,26,V6,14829.0,18
154,156.0,BMW 320 320i xDrive,1,22,17,11,2,23.0,34.0,3,26,Engine: 2.0L TwinPower Turbo 4-Cylinder 16V DOHC,31948.0,3
155,157.0,BMW 540 i,1,22,68,8,5,15.0,23.0,4,12,290.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,81467.0,3
156,158.0,Porsche Cayenne Base,1,28,108,7,2,19.0,24.0,3,17,V6 Cylinder Engine,53065.0,24
157,159.0,Mazda Mazda3 AWD w/Preferred Package,1,16,155,11,2,25.0,33.0,3,9,2.5L I4 16V GDI DOHC,15875.0,21
158,160.0,BMW 320 i xDrive,1,24,11,80,2,23.0,34.0,3,20,2.0L I4 16V GDI DOHC Turbo,65946.0,3
159,161.0,Genesis G80 3.8,1,38,11,83,2,18.0,24.0,3,20,3.8L V6 24V GDI DOHC,20870.0,12
160,162.0,Hyundai Santa Fe SEL 2.4,1,28,169,38,2,21.0,27.0,3,20,2.4L I4 16V GDI DOHC,28466.0,14
161,163.0,Hyundai Santa Fe SEL 2.4,1,31,19,11,2,21.0,27.0,3,20,2.4L I4 16V GDI DOHC,13924.0,14
162,164.0,Tesla Model Y Long Range,1,65,19,83,2,127.0,114.0,1,1,Electric,9561.0,27
163,165.0,Mercedes-Benz S-Class S 560 4MATIC,0,71,9,20,2,17.0,27.0,3,24,4.0L V8 32V GDI DOHC Twin Turbo,25046.0,22
164,166.0,Toyota Highlander Base Plus,1,20,11,11,2,17.0,22.0,3,6,3.5L V6 24V MPFI DOHC,60419.0,28
165,167.0,Jeep Grand Cherokee Altitude,1,33,11,11,3,18.0,25.0,3,20,3.6L V6 24V MPFI DOHC,25815.0,16
166,168.0,Acura MDX 3.5L,1,39,131,35,2,19.0,26.0,3,24,3.5L V6 24V GDI SOHC,12374.0,0
167,169.0,BMW M3 Base,1,55,66,69,5,17.0,26.0,3,16,3.0L I6 24V GDI DOHC Twin Turbo,19847.0,3
168,170.0,Toyota Tacoma SR,1,33,99,24,3,18.0,22.0,3,9,3.5L V6 24V PDI DOHC,18675.0,28
169,171.0,Acura MDX 3.5L w/Technology Package,1,39,66,38,2,19.0,26.0,3,24,3.5L V6 24V GDI SOHC,12304.0,0
170,172.0,Tesla Model Y Long Range,1,71,122,82,2,131.0,117.0,1,1,Electric,15002.0,27
171,173.0,Porsche Boxster S,1,57,11,11,5,20.0,28.0,3,16,3.4L H6 24V GDI DOHC,23698.0,24
172,174.0,Mazda Mazda6 s Grand Touring,1,9,13,11,4,17.0,25.0,3,9,3.7L V6 24V MPFI DOHC,97978.0,21
173,175.0,Toyota 4Runner Limited,1,39,11,11,3,17.0,20.0,3,6,4.0L V6 24V MPFI DOHC,46525.0,28
174,176.0,Subaru Forester,1,26,73,11,2,26.0,33.0,3,28,2.5L H4 16V GDI DOHC,30403.0,26
175,177.0,Cadillac XT5 Premium Luxury,0,33,160,49,4,19.0,26.0,3,20,3.6L V6 24V GDI DOHC,45313.0,5
176,178.0,Tesla Model Y Long Range,1,73,173,82,2,127.0,114.0,1,1,Electric,12332.0,27
177,179.0,BMW X3 sDrive30i,1,35,127,21,5,23.0,30.0,3,20,2.0L I4 16V GDI DOHC Turbo,34565.0,3
178,180.0,BMW X3 sDrive30i,1,31,79,11,5,23.0,30.0,3,20,2.0L I4 16V GDI DOHC Turbo,57583.0,3
179,181.0,Toyota 4Runner Limited,1,24,147,13,3,17.0,22.0,3,6,4.0L V6 24V MPFI DOHC,151989.0,28
180,182.0,Honda Civic EX-T,1,26,34,83,4,31.0,40.0,3,28,1.5L I4 16V GDI DOHC Turbo,12123.0,13
181,183.0,BMW X5 xDrive40i,1,54,173,11,2,20.0,26.0,3,20,3.0L I6 24V GDI DOHC Turbo,14950.0,3
182,184.0,Toyota Corolla SE,1,18,19,11,4,31.0,40.0,3,28,2.0L I4 16V PDI DOHC,10514.0,28
183,185.0,Toyota 4Runner Limited,0,42,11,18,3,17.0,20.0,3,6,4.0L V6 24V MPFI DOHC,39866.0,28
184,186.0,Ford Expedition Max Limited,1,49,11,83,5,17.0,23.0,3,2,3.5L V6 24V GDI DOHC Twin Turbo,59742.0,10
185,187.0,Honda Pilot Elite,1,41,34,11,2,19.0,26.0,3,24,3.5L V6 24V GDI SOHC,3756.0,13
186,188.0,Honda Pilot Elite,1,40,66,44,2,19.0,26.0,3,24,3.5L V6 24V GDI SOHC,4084.0,13
187,189.0,Subaru Forester 2.5i,1,8,24,34,2,24.0,32.0,3,28,2.5L H4 16V MPFI DOHC,154866.0,26
188,190.0,Subaru Forester Sport,1,29,38,44,2,26.0,33.0,3,28,2.5L H4 16V GDI DOHC,13925.0,26
189,191.0,Ford Edge Titanium,1,34,0,35,2,21.0,28.0,3,20,2.0L I4 16V GDI DOHC Turbo,60802.0,10
190,192.0,Subaru Ascent Touring 7-Passenger,1,42,31,48,2,20.0,26.0,3,28,2.4L H4 16V GDI DOHC Turbo,12090.0,26
191,193.0,Chevrolet Silverado 1500 RST,1,47,180,83,3,19.0,22.0,3,20,5.3L V8 16V GDI OHV,26589.0,6
192,194.0,Lexus RX 450hL Base,1,56,96,61,2,29.0,28.0,5,28,3.5L V6 24V PDI DOHC Hybrid,11559.0,19
193,195.0,Subaru Forester Premium,1,28,35,11,2,26.0,33.0,3,28,2.5L H4 16V GDI DOHC,14634.0,26
194,196.0,Volvo XC60 T5 Inscription,1,40,118,19,4,22.0,29.0,3,20,2.0L I4 16V GDI DOHC Turbo,34148.0,30
195,197.0,Volvo XC60 T5 Momentum,0,43,119,25,4,22.0,29.0,3,20,2.0L I4 16V GDI DOHC Turbo,32356.0,30
196,198.0,Volvo XC40 T5 R-Design,1,42,36,25,2,23.0,31.0,3,20,2.0L I4 16V GDI DOHC Turbo,15038.0,30
197,199.0,BMW X5 sDrive40i,1,55,79,21,5,21.0,26.0,3,20,3.0L I6 24V GDI DOHC Turbo,31831.0,3
198,200.0,Mazda CX-5 Grand Touring,1,29,80,11,4,25.0,31.0,3,9,2.5L I4 16V GDI DOHC,30322.0,21
199,201.0,Toyota 4Runner Limited,1,46,99,18,3,17.0,20.0,3,6,4.0L V6 24V MPFI DOHC,39855.0,28
200,202.0,BMW M850 i xDrive,1,77,25,39,2,18.0,25.0,3,20,4.4L V8 32V GDI DOHC Twin Turbo,34021.0,3
201,203.0,Dodge Challenger SXT,0,30,74,11,5,19.0,30.0,3,20,3.6L V6 24V MPFI DOHC,33296.0,8
202,204.0,Tesla Model 3 Performance,1,65,122,82,2,118.0,107.0,3,1,10 Cylinder,32600.0,27
203,205.0,Hyundai Santa Fe Limited Ultimate,1,24,107,44,2,17.0,22.0,3,9,3.3L V6 24V GDI DOHC,32770.0,14
204,206.0,Dodge Challenger SXT,1,32,152,11,5,19.0,30.0,3,20,3.6L V6 24V MPFI DOHC,20396.0,8
